"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","exp_type","correct_response","acc","decision","record_acc","decision_2"
"","","","","","html-keyboard-response","1213","1566738","0.0-0.0-13.0-3.23","1298","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1214","1567251","0.0-0.0-13.0-0.24","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1215","1567459","0.0-0.0-13.0-1.24","null","../data/img/test/triangle/triangle11_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1216","1569287","0.0-0.0-13.0-2.24","1827","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1217","1570659","0.0-0.0-13.0-3.24","1371","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1218","1571169","0.0-0.0-13.0-0.25","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1219","1571378","0.0-0.0-13.0-1.25","null","../data/img/test/square/square29_4.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1220","1573371","0.0-0.0-13.0-2.25","1992","<p> </p>","j","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","1221","1574724","0.0-0.0-13.0-3.25","1352","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","1222","1575235","0.0-0.0-13.0-0.26","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1223","1575443","0.0-0.0-13.0-1.26","null","../data/img/test/square/square67_2.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1224","1577451","0.0-0.0-13.0-2.26","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","1225","1579458","0.0-0.0-13.0-3.26","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","1226","1579968","0.0-0.0-13.0-0.27","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1227","1580176","0.0-0.0-13.0-1.27","null","../data/img/test/square/square44_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1228","1581763","0.0-0.0-13.0-2.27","1586","<p> </p>","k","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","1229","1583008","0.0-0.0-13.0-3.27","1244","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1230","1583515","0.0-0.0-13.0-0.28","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1231","1583718","0.0-0.0-13.0-1.28","null","../data/img/test/triangle/triangle35_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1232","1585484","0.0-0.0-13.0-2.28","1765","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1233","1586554","0.0-0.0-13.0-3.28","1069","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1234","1587066","0.0-0.0-13.0-0.29","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1235","1587275","0.0-0.0-13.0-1.29","null","../data/img/test/triangle/triangle8_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1236","1588735","0.0-0.0-13.0-2.29","1458","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1237","1590289","0.0-0.0-13.0-3.29","1554","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1238","1590792","0.0-0.0-13.0-0.30","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1239","1591002","0.0-0.0-13.0-1.30","null","../data/img/test/triangle/triangle3_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1240","1592600","0.0-0.0-13.0-2.30","1597","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1241","1593843","0.0-0.0-13.0-3.30","1243","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1242","1594352","0.0-0.0-13.0-0.31","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1243","1594559","0.0-0.0-13.0-1.31","null","../data/img/test/circle/circle35_4.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1244","1595448","0.0-0.0-13.0-2.31","889","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","1245","1597058","0.0-0.0-13.0-3.31","1609","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1246","1597568","0.0-0.0-13.0-0.32","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1247","1597776","0.0-0.0-13.0-1.32","null","../data/img/test/circle/circle31_4.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1248","1598671","0.0-0.0-13.0-2.32","894","<p> </p>","k","","No_info","0","好人","yes",""
"","","","","","html-keyboard-response","1249","1599744","0.0-0.0-13.0-3.32","1073","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1250","1600251","0.0-0.0-13.0-0.33","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1251","1600459","0.0-0.0-13.0-1.33","null","../data/img/test/square/square49_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1252","1601783","0.0-0.0-13.0-2.33","1323","<p> </p>","k","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","1253","1603298","0.0-0.0-13.0-3.33","1514","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1254","1603807","0.0-0.0-13.0-0.34","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1255","1604018","0.0-0.0-13.0-1.34","null","../data/img/test/square/square41_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1256","1606022","0.0-0.0-13.0-2.34","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","1257","1608035","0.0-0.0-13.0-3.34","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","1258","1608546","0.0-0.0-13.0-0.35","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1259","1608751","0.0-0.0-13.0-1.35","null","../data/img/test/triangle/triangle64_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1260","1609594","0.0-0.0-13.0-2.35","842","<p> </p>","k","","Good","0","坏人","yes",""
"","","","","","html-keyboard-response","1261","1610682","0.0-0.0-13.0-3.35","1087","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1262","1611193","0.0-0.0-13.0-0.36","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1263","1611401","0.0-0.0-13.0-1.36","null","../data/img/test/circle/circle16_5.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1264","1613407","0.0-0.0-13.0-2.36","null","<p> </p>","null","","No_info","0","","yes",""
"","","","","","html-keyboard-response","1265","1614543","0.0-0.0-13.0-3.36","1135","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","1266","1615050","0.0-0.0-13.0-0.37","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1267","1615257","0.0-0.0-13.0-1.37","null","../data/img/test/triangle/triangle12_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1268","1616191","0.0-0.0-13.0-2.37","933","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1269","1616976","0.0-0.0-13.0-3.37","784","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1270","1617482","0.0-0.0-13.0-0.38","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1271","1617689","0.0-0.0-13.0-1.38","null","../data/img/test/triangle/triangle68_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1272","1619313","0.0-0.0-13.0-2.38","1623","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1273","1620294","0.0-0.0-13.0-3.38","980","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1274","1620801","0.0-0.0-13.0-0.39","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1275","1621010","0.0-0.0-13.0-1.39","null","../data/img/test/square/square97_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1276","1622788","0.0-0.0-13.0-2.39","1778","<p> </p>","l","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","1277","1624158","0.0-0.0-13.0-3.39","1369","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1278","1624666","0.0-0.0-13.0-0.40","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1279","1624875","0.0-0.0-13.0-1.40","null","../data/img/test/circle/circle20_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1280","1625755","0.0-0.0-13.0-2.40","879","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","1281","1627453","0.0-0.0-13.0-3.40","1698","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1282","1627960","0.0-0.0-13.0-0.41","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1283","1628168","0.0-0.0-13.0-1.41","null","../data/img/test/square/square3_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1284","1630178","0.0-0.0-13.0-2.41","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","1285","1631448","0.0-0.0-13.0-3.41","1269","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1286","1631951","0.0-0.0-13.0-0.42","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1287","1632163","0.0-0.0-13.0-1.42","null","../data/img/test/circle/circle35_5.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1288","1633106","0.0-0.0-13.0-2.42","942","<p> </p>","j","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","1289","1633811","0.0-0.0-13.0-3.42","705","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1290","1634321","0.0-0.0-13.0-0.43","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1291","1634531","0.0-0.0-13.0-1.43","null","../data/img/test/square/square48_1.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1292","1635669","0.0-0.0-13.0-2.43","1138","<p> </p>","l","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","1293","1636960","0.0-0.0-13.0-3.43","1290","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1294","1637462","0.0-0.0-13.0-0.44","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1295","1637670","0.0-0.0-13.0-1.44","null","../data/img/test/triangle/triangle17_2.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1296","1639527","0.0-0.0-13.0-2.44","1856","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1297","1640246","0.0-0.0-13.0-3.44","718","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1298","1640751","0.0-0.0-13.0-0.45","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1299","1640962","0.0-0.0-13.0-1.45","null","../data/img/test/square/square11_2.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1300","1642692","0.0-0.0-13.0-2.45","1729","<p> </p>","j","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","1301","1643308","0.0-0.0-13.0-3.45","614","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1302","1643818","0.0-0.0-13.0-0.46","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1303","1644026","0.0-0.0-13.0-1.46","null","../data/img/test/square/square91_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1304","1646035","0.0-0.0-13.0-2.46","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","1305","1648040","0.0-0.0-13.0-3.46","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","1306","1648546","0.0-0.0-13.0-0.47","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1307","1648751","0.0-0.0-13.0-1.47","null","../data/img/test/square/square10_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1308","1650646","0.0-0.0-13.0-2.47","1894","<p> </p>","k","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","1309","1651425","0.0-0.0-13.0-3.47","778","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1310","1651931","0.0-0.0-13.0-0.48","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1311","1652135","0.0-0.0-13.0-1.48","null","../data/img/test/circle/circle75_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1312","1653309","0.0-0.0-13.0-2.48","1173","<p> </p>","j","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","1313","1653803","0.0-0.0-13.0-3.48","494","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1314","1654314","0.0-0.0-13.0-0.49","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1315","1654518","0.0-0.0-13.0-1.49","null","../data/img/test/circle/circle26_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1316","1656177","0.0-0.0-13.0-2.49","1658","<p> </p>","k","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","1317","1657452","0.0-0.0-13.0-3.49","1274","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1318","1657964","0.0-0.0-13.0-0.50","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1319","1658170","0.0-0.0-13.0-1.50","null","../data/img/test/square/square69_5.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1320","1660182","0.0-0.0-13.0-2.50","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","1321","1662193","0.0-0.0-13.0-3.50","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","1322","1662708","0.0-0.0-13.0-0.51","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1323","1662916","0.0-0.0-13.0-1.51","null","../data/img/test/circle/circle63_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1324","1663601","0.0-0.0-13.0-2.51","683","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","1325","1664532","0.0-0.0-13.0-3.51","929","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","错误"
"","","","","","html-keyboard-response","1326","1665034","0.0-0.0-13.0-0.52","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1327","1665242","0.0-0.0-13.0-1.52","null","../data/img/test/triangle/triangle66_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1328","1666477","0.0-0.0-13.0-2.52","1233","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1329","1667417","0.0-0.0-13.0-3.52","939","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1330","1667929","0.0-0.0-13.0-0.53","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1331","1668132","0.0-0.0-13.0-1.53","null","../data/img/test/circle/circle62_5.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1332","1669227","0.0-0.0-13.0-2.53","1093","<p> </p>","j","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","1333","1670241","0.0-0.0-13.0-3.53","1012","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1334","1670747","0.0-0.0-13.0-0.54","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1335","1670951","0.0-0.0-13.0-1.54","null","../data/img/test/triangle/triangle93_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1336","1671773","0.0-0.0-13.0-2.54","820","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1337","1673662","0.0-0.0-13.0-3.54","1887","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1338","1674170","0.0-0.0-13.0-0.55","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1339","1674382","0.0-0.0-13.0-1.55","null","../data/img/test/circle/circle9_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1340","1675436","0.0-0.0-13.0-2.55","1053","<p> </p>","k","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","1341","1676604","0.0-0.0-13.0-3.55","1166","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1342","1677110","0.0-0.0-13.0-0.56","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1343","1677315","0.0-0.0-13.0-1.56","null","../data/img/test/circle/circle46_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1344","1678443","0.0-0.0-13.0-2.56","1127","<p> </p>","k","","No_info","0","坏人","yes",""
"","","","","","html-keyboard-response","1345","1679688","0.0-0.0-13.0-3.56","1243","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1346","1680197","0.0-0.0-13.0-0.57","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1347","1680406","0.0-0.0-13.0-1.57","null","../data/img/test/square/square76_4.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1348","1681932","0.0-0.0-13.0-2.57","1524","<p> </p>","k","","Bad","0","好人","yes",""
"","","","","","html-keyboard-response","1349","1682942","0.0-0.0-13.0-3.57","1009","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1350","1683450","0.0-0.0-13.0-0.58","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1351","1683657","0.0-0.0-13.0-1.58","null","../data/img/test/triangle/triangle18_1.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1352","1684958","0.0-0.0-13.0-2.58","1300","<p> </p>","l","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1353","1686840","0.0-0.0-13.0-3.58","1880","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1354","1687342","0.0-0.0-13.0-0.59","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1355","1687553","0.0-0.0-13.0-1.59","null","../data/img/test/triangle/triangle61_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1356","1689353","0.0-0.0-13.0-2.59","1799","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1357","1690319","0.0-0.0-13.0-3.59","965","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1358","1733433","0.0-0.0-14.0","43110","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                              <div><p class='context'>您正确回答了57% 的试次。</p>","k","","","","","",""
"","","","","","html-keyboard-response","1359","1733938","0.0-0.0-15.0-0.0","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1360","1734145","0.0-0.0-15.0-1.0","null","../data/img/test/triangle/triangle82_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1361","1735172","0.0-0.0-15.0-2.0","1026","<p> </p>","k","","Good","0","无信息","yes",""
"","","","","","html-keyboard-response","1362","1736463","0.0-0.0-15.0-3.0","1290","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1363","1736974","0.0-0.0-15.0-0.1","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1364","1737182","0.0-0.0-15.0-1.1","null","../data/img/test/square/square66_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1365","1738584","0.0-0.0-15.0-2.1","1401","<p> </p>","l","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","1366","1740072","0.0-0.0-15.0-3.1","1487","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1367","1740581","0.0-0.0-15.0-0.2","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1368","1740790","0.0-0.0-15.0-1.2","null","../data/img/test/circle/circle76_2.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1369","1741454","0.0-0.0-15.0-2.2","663","<p> </p>","k","","No_info","0","好人","yes",""
"","","","","","html-keyboard-response","1370","1742728","0.0-0.0-15.0-3.2","1273","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1371","1743238","0.0-0.0-15.0-0.3","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1372","1743445","0.0-0.0-15.0-1.3","null","../data/img/test/circle/circle14_4.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1373","1745016","0.0-0.0-15.0-2.3","1570","<p> </p>","j","","No_info","0","好人","yes",""
"","","","","","html-keyboard-response","1374","1746147","0.0-0.0-15.0-3.3","1130","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1375","1746650","0.0-0.0-15.0-0.4","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1376","1746862","0.0-0.0-15.0-1.4","null","../data/img/test/circle/circle96_4.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1377","1748125","0.0-0.0-15.0-2.4","1262","<p> </p>","j","","No_info","1","无信息","yes",""
"","","","","","html-keyboard-response","1378","1748998","0.0-0.0-15.0-3.4","872","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1379","1749505","0.0-0.0-15.0-0.5","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1380","1749712","0.0-0.0-15.0-1.5","null","../data/img/test/triangle/triangle34_4.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1381","1750934","0.0-0.0-15.0-2.5","1221","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1382","1752232","0.0-0.0-15.0-3.5","1298","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1383","1752741","0.0-0.0-15.0-0.6","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1384","1752945","0.0-0.0-15.0-1.6","null","../data/img/test/triangle/triangle10_5.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1385","1754376","0.0-0.0-15.0-2.6","1430","<p> </p>","k","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1386","1755681","0.0-0.0-15.0-3.6","1304","<p style =' color : white'>你认为刚才你的判断是?</p>","d","","","","","no","正确"
"","","","","","html-keyboard-response","1387","1756190","0.0-0.0-15.0-0.7","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1388","1756397","0.0-0.0-15.0-1.7","null","../data/img/test/circle/circle15_3.png","null","","No_info","0","Noinclude","",""
"","","","","","html-keyboard-response","1389","1757297","0.0-0.0-15.0-2.7","899","<p> </p>","k","","No_info","0","好人","yes",""
"","","","","","html-keyboard-response","1390","1758697","0.0-0.0-15.0-3.7","1399","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","错误"
"","","","","","html-keyboard-response","1391","1759206","0.0-0.0-15.0-0.8","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1392","1759412","0.0-0.0-15.0-1.8","null","../data/img/test/square/square98_3.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1393","1760817","0.0-0.0-15.0-2.8","1404","<p> </p>","k","","Bad","1","坏人","yes",""
"","","","","","html-keyboard-response","1394","1762222","0.0-0.0-15.0-3.8","1404","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1395","1762728","0.0-0.0-15.0-0.9","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1396","1762940","0.0-0.0-15.0-1.9","null","../data/img/test/triangle/triangle34_3.png","null","","Good","0","Noinclude","",""
"","","","","","html-keyboard-response","1397","1764050","0.0-0.0-15.0-2.9","1109","<p> </p>","j","","Good","1","好人","yes",""
"","","","","","html-keyboard-response","1398","1764995","0.0-0.0-15.0-3.9","945","<p style =' color : white'>你认为刚才你的判断是?</p>","a","","","","","no","正确"
"","","","","","html-keyboard-response","1399","1765502","0.0-0.0-15.0-0.10","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
"","","","","","image-keyboard-response","1400","1765707","0.0-0.0-15.0-1.10","null","../data/img/test/square/square3_2.png","null","","Bad","0","Noinclude","",""
"","","","","","html-keyboard-response","1401","1767718","0.0-0.0-15.0-2.10","null","<p> </p>","null","","Bad","0","","yes",""
"","","","","","html-keyboard-response","1402","1769723","0.0-0.0-15.0-3.10","null","<p style =' color : white'>你认为刚才你的判断是?</p>","null","","","","","no",""
"","","","","","html-keyboard-response","1403","1770228","0.0-0.0-15.0-0.11","null","<div style=""font-size:60px; color: white"">+</div>","null","","","","","",""
